Comment,Emotion
"Savivaldybės atstovas klaidina visuomenę (meluoja), kad niekas iš esmės nesikeičia. Keičiasi kompensavimo tvarkos aprašas iš esmės, o svarbiausias, didžiulio pasipiktinimo sulaukęs ir tėvams aktualiausias/skaudžiausias, 6-as aprašo punktas išdėstomas taip:„6. Savivaldybė kompensuoja iki 100 (vieno šimto) eurų (sumą, proporcingą faktiškai lankytų dienų skaičiui) tėvų (globėjų) mokamo mėnesinio mokesčio kiekvienam vaikui, kurio vienas iš tėvų (globėjų) sudarė mokymo sutartį su nevalstybine švietimo įstaiga.“Taigi, apie jokias išimtis ar pateisinamas priežastis nerašoma ir visas savivaldybės komentaras vertintinas tik kaip viešųjų ryšių krizės sprendimo priemonė.",No
"Nereiketu lygint Kauno ir Vilniaus,Matijosaicio ir Simasiaus.Tai visiskai skirtingi vadovai.Matijosaitis rupinasi Kauno gyventojais,o Simasius tik imituoja.",No
"Kaunas tapo pirmuoju Lietuvos didmiesčiu, galutinai panaikinusiu vietų darželiuose trūkumą. Penktadienį oficialiai atidarytas lopšelis-darželis „Aviliukas“ tapo paskutiniu per metus įgyvendinto plano etapu. Iš viso Kaune per pastaruosius metus buvo įkurta 1050 naujų vietų darželinukams, – informuoja Kauno miesto savivaldybė. 2012 metais į darželius nepatekusių vaikų Kaune buvo 1345. Per trejus metus šis skaičius sumažėjo nežymiai ir 2015 metais siekė 1333.2015 metų vasarą Kauno miesto savivaldybė pradėjo įgyvendinti parengtą planą – įvairiuose miesto darželiuose išnaudojant iki tol nenaudotas erdves ir plečiant daugiafunkcinius centrus per metus buvo įkurta 60 naujų grupių arba 1050 naujų vietų.S.Žukausko gatvėje stovėjusį apleistą pastatą anksčiau buvo planuota nugriauti, o sklypą parduoti. Pernai buvo nuspręsta pastatą rekonstruoti ir jame atidaryti naują ir modernų darželį.Šį penktadienį oficialiai duris atvėręs lopšelis–darželis „Aviliukas“ yra moderniausias valstybinis darželis Kaune. Jį šiuo metu lanko 159 vaikai.Nuo sausio pradžios prasidėjusius rekonstrukcijos darbus vykdė konkursą laimėjusi bendrovė „Struktūra“. Pastato ir jo aplinkos rekonstrukcija bei vidaus įrengimas miestui atsiėjo 1,1 mln. eurų.",No
"Nesinori kad butu kaip SSRS - arba partijos nuomone, arba neteisinga. Tau matau tai nekelia problemu. Matyt nepameni del ko zlugo SSRS",No
"Pagrindinė problema yra dalybos. Dalybos to, ką šalių visuomenės turi. Jos nėra geros nei tarp pačių tų šalių nuolatinių piliečių, o tuo labiau tarp priimtų į tas šalis patarnavimams, su žymiai mažesnėmis galimybėmis gauti. Ir nėra kito būdo sumažinti grėsmėms ir baisiems nusikaltimams, kaip užsidarymas. Čia yra kaip su protingų ir mylinčių žmonių šeima. Galimybė pasidalinti yra tik tarp vienas kitą mylinčių žmonių. Kitų variantų tiesiog nėra. Valstybės gali suorganizuoti tik kuo arčiau uždaros visuomenės sutikimo veikiančias dalybas. Ypač kai nėra, ir vis mažės galimybės dalyvauti dalybose per dalyvavimą gamyboje. Kuo daugiau bus ateinančių į šeimą(valstybę, tautą) norinčių sudalyvauti dalybose, bet negalinčių sudalyvauti gamyboje, tuo daugiau bus konflikto su visomis baisiausiomis pasekmėmis. Dėl to atsiranda ir atsiras įzoliavimosi įdėjų ir jų rėmėjų. Ir tai bus.",No
"Problema musyse.Jei atsirastų jėga,sugebanti musulmonus padėt į vietą,visos problemos išsispręstų.Bandžiau juos pavadint kaip liaudyje,bet Delfio cenzūra neleidžia.",No
ju g tos avari jos nirkas tycia nesukele tai zuvis atsistatys tad manau laikas pamirsti nes yra ir svarbesniu dalyku apie kurios reiketu kalbeti ..................,No
sutinku su vilniaus mero pasakymu kad vandeni uzdar ius taipat gali kilti gresme zmoniu sveikat ai o zuvis atsistatis t ai laiko klausimas,No
"Cia niekas nieko nenubaus.Imones vykdziusios kasinejimus negirdetos,bet uztai uz ju pats Martinkevicius stovi su SBA.Dar ir sepetukas.Taip,kad visi galit buti ramus.",No
"Šiurpūs radiniai..."""" Nuo kada viena nudvėsusi žuvis šiurpus radinys.Ir pavaro ....",No
"IŠ ŠEŠKINĖS. Jei socdemos būtų neišvarę japonų """"Hitachi"""" investuotojų iš Lietuvos, Astravo AE problemos nebūtų.",No
"Jeigu komunistai būtų statę Visagino atominę elektinę Astravo atominės elektrinės niekas nebūtų statę. Deja komunistai tik dalijo zadanijas, sprendė žentų, Vijūnėlės dvarų reikalus.",No
"Ej šmėkla, reklamini mėšla? Tikras filmo kūrėjas nesivaikytų pavardžių, nes pavardės iš show pasaulio, yra vertos tik show pasaulio. 1971 metų filmo versija, pastatyta genijaus L.Gaidajaus yra tobula, o tau reikia Olego Romanovo š...ą pareklaminti. Pigus ir primityvus tavo 'darbas', nesvarbu ar už tai gauni lėkštę sriubos nemokamai ar galimybę įsirašyti į IMdB...",No
"Na man tai asocijuosis su Dievu mišku... Net žiūrėti nesinori tokio super filmo... Ne, gal geriau paliksiu nematęs...",No
"Man labai patiko paskutinė nuotraukoje, kurioje """"žymusis dabar jau aktorius"""" užemė tikrai savo vietą ant grindų -- jam tai tinka...",No
137str. draudžia užsienio šalių karines bazes. Tačiau niekas mums nedraudžia sąjungininkų karinius dalinius dislokuoti savo karinėse bazėse. Tai juridiškai visai skirtingi dalykai.,No
Piot Murovej - visiskas dzaunas :D Tas trolius pucino FSB (federalnyj sjesz Baranov) propagandistas pliauska ir nezino ka :D Jis nezino kada sis straipsnis ir kur yra taikomas :D,No
"Tai viena geriausių žinių. Nes santykiai būtent su spec. pajėgomis ir yra vienintelė tikrai vertinga karinė sąveika. Mes kaip mažos valstybės, karinėje srityje mažai ką galime pasiūlyti, tačiau spec. pajėgų tokia specifika, kada mažos valstybės būtent ir gali turėti santykinai didelę vertę. Ne veltui lietuvių spec. pajėgos vertinamos amerikiečių, nes padaliniai labai brangūs ir jų net Amerikoje nedaug, kažkur tik apie 50000 karių. Ir jei amerikiečiai ims norėti įtraukti Lietuvos spec. dalinius į bendras veiklas, tai labai didelės garantijos, kad Lietuva gaus visą reikalingą ir žvalgybinę ir materialinę ir karinę pagalbą.",No
Kaip nepuolė? O Sausio -13-ta? O bronzinis kareivis Estijoj? O jūs čia dabar?,No
"Taip pat, kaip ir GKČP nebuvo pajėgi paimti valdžios ir išsaugoti sojūzo.",No
"Dideli reikalai cia daros,o jusu reikaliukai niekam neidomus. Taip buvo, yra ir bus.tai neprunkšk, kai tave apvaginėja valdininkai - dideli dėdės, didelius reikalus daro... PEACE!",No
"zinot , man patinka ta nato rotacija . jie pastoviai cirkuliuoja lietuvoj , kazka atsiveza , kazka palieka kazkur , kai ka issiveza ... atvaziuoja nauja pamaina ir vel is naujo ...nenustebciau , jei lietuvoj randas sunkioji gynybos technika is nato .",No
"Mirtinai išsigandęs žmogus gali netyčia nukalti ir ne tą, pilieti Pirtininke.",No
"Kur cia stebuklas, delfiniukai? Jus norit pasakyt, kad prokuraturoje dirba aukstesniu moraliniu stndartu zmones? Nejuokinkit.",No
"Vat čia tai geras kliovas! :DDDDDDb pažiūrėsim, kaip veikia mūsų įstatymai.",No
"Kaip aiškėja - ne GMO yra blogis - ką sugeba kontroliuoti ir tirti ilgą laiką mokslinykai, o blogis yra visi tie su'pi'st'i į maistą (jei taip galima pavadinti valgį iš amerikosinio supermarketo). Nes šie """"priedai"""" buvo sugalvoti greito rezultato trokštant, ir jokių nuodugnesnių tyrimų niekas niekad nėra daręs - tiesiog išrado, tiko, pasiteisino biznieriškai - ir vsio: """"katites' na vse četyre storany', rebiatos - mes juos dėsim valgin...",No
"Na dirba ne prasčiau... Tai ne įvertinimas.Lietuvoje labai trūksta kapitalo ir darbo kultūros. Ją užsienyje primeta, kapitalas yra.",No
"Gerai, kad gamta sukure atsvara siam proto vakumui - mandagius zmones, kurie aukleti mazgotemis ir zino savo vieta - delfi komentaru platybes.",No
"Dabar reikia komisija baust su meru priesaki, kad neuzsuko bent karsto vandens (zala butu buvusi 4 kart mazesne) Neapribojo vandens tiekimo bent nepiko valandomis (zala butu dar mazesne) Nesikviete pagalbos is kitu miestu is siurblines siurbti ir vesti nuotekas. (Zala butu isvis minimali)",No
"O kodėl tikras, kad ne brakonierių pasekmės? Kiek nugaišusių rado? Ar tik šitą vieną pafotkintą keliais kampais?Anksčiau viską varė į upę, kažkaip nebuvo bėdų. Dabar parą tekėjo, jau neva turėjo pradėti dvėsti ir dar gerokai žemiau, kur koncentracija turėjo būt likus gerokai",No
"Aš puikiai žinau, kokios pagrindinės sudedamosios cheminės medžiagos naudojamuose valikliuose ne tik pagal laiką, bet ir pagal šalį. Dabar geriau, tiek kad miestuose daugiau žmonių. Nekalbėsiu aš tau apie rūgštis, kurias masiškai namie naudojo valymui, ar neaiškios kilmės kitas chemines medžiagas.",No
Lenkijoje plovė Europos pinigus statydami stadionus ir aerodromus kaimuose Taigi nieko naujo mūsų padangėje,No
Rado kuo pasigirti :) Kaip isvis su ja gali kazkas gyventi nezinau.,No
1.Lyginant su visu korumpuotu valdžiažmogių kiekiu - politikų tarp jų tik mažas procentas. 2. Pinigai ne valstybės - o piliečių.,No
"Jus pamirstate, kad Gitanas Nauseda pirmauja galimu kandidatu i prezidentus reitinguose",No
"Priešingu atveju, pastebi jis, kyla klausimas, dėl ko dirba prekybininkai – ar dėl maksimalaus pelno, ar dėl kažkokių poreikių patenkinimo""""Retas atvejis kai galima su Nausėda sutikti, juk ir darbo kodeksas buvo lobistintas tik vardan maksimalaus verslo pelno, bandant įstatymiškai mažinant darbo kaštus. O socialinė sritis, didelė atskirtis.. ne ne, čia jau ne verslo reikalas.",No
"Tiesa, kad išlaikyti turi tėvai, bet paramą per sumažinamą mokesčių naštą galima skirti. Tik dabar jinai juokinga.Bankai ir prekybos centrai pelną moka, esi neišmanėlis.",No
"taigi tau paaiškino andy, kad yra VIADUKAS, kam reikia važiuoti pro šviesoforą į kalną?",No
"spauda raso, kad teroristas buvo ar kirkizas, ar uzbekas? komentatoriai raso , KAD Turkija padeda IS , ojie sprogdina Turkija , kur logika?..........",No
"Tai visų šventė - Nauji Metai. Kam gali ji nepatikti? Ir apskritai, už tai nežudoma.",No
"IŠ ŠEŠKINĖS. Manau, kad straipsnelio pavadinimas turėtų būtų: """"Skvernelis ir Karbauskis apgavo pensininkus - prieš rinkimus žadėjo 40 eurų, o padidino tik 5 """". Tiesa, dėl indeksacijos padidėjo 15. Po teisybei tai pensijos įskaitant pernai išmokėtas kompensacijas - nepadidėjo, kai kam net sumažėjo. Apstūmė pensionukus - balso tai jau neatsiimsi.",No
"Sveiki, Esu be patirties, noriu būti projektų vadovas. 1k e į rankas - minumum. Ačiū.",No
"Yra kitų variantų kaip parodyti save ir, kad darbdavys atkreiptų dėmesį. Pavyzdžiui, kokybiškas video CV. Jei nori susirasti geresnį darbą, reikia įdėti daugiau pastangų.",No
"Kai esi nieko vertas - niekas nepadės.Krizės metu pakeičiau 3 darbus, nes pobūdis nepatiko. Ieškojau dar savęs. Visi trys darbai mokėjo daugiau nei vidutinę algą šviežiai iš bakalauro studijų. Beje, studijos populiarios, dažnai kartojama, kad perteklinis kiekis baigiančiųjų, bet realybė tokia, kad suprantančių ką baigė trūksta.",No
"pirmos nakties teisė nekaltybė, atiduota ponui""""Skirtingų socialinių grupių ir klasių žmones skyrė gili bedugnė. Valstiečiai į didikus žiūrėjo su didele pagarba ir keliaklupsčiavo prieš juos. Todėl ir jaunikiui garbės reikalas buvo savo jaunamarte pasidalinti su kilmingo kraujo turinčiu didiku. Jam sukeltų kur kas didesnę baimę, jeigu grafas imtų ir atsisakytų šios savo teisės. Tai užtrauktų didžiulę gėdą tiek jaunam vyrui, tiek ir jo žmonai.",No
Kaip Lenkijoje? Ne tavo reikalas. Netiki? Nuvaziuok i biedrionka ir suzinosi,No
"Tuomet kai tuo susidomes prokuraqturaKonstitucija 3 straipsnisNiekas negali varžyti ar riboti Tautos suvereniteto, savintis visai Tautai priklausančių suverenių galių.Tauta ir kiekvienas pilietis turi teisę priešintis bet kam, kas prievarta kėsinasi į Lietuvos valstybės nepriklausomybę, teritorijos vientisumą, konstitucinę santvarką.BK 118 straipsnis skelbia, kad „tas, kas taikos metu padėjo kitai valstybei ar jos organizacijai veikti prieš Lietuvos Respubliką – jos konstitucinę santvarką, suverenitetą, teritorijos vientisumą, gynybos ar ekonomikos galią, baudžiamas laisvės atėmimu iki septynerių metų”.",No
"Psichinius sutrikimus sukėlė tikrai, o beržine koše gali apdalinti savo penktokus nesiūlius kitiems.",No
"Sakyčiau klasikos šedevras. Turi pilną teisę kabėti Luvre, šalia Džiokondos :)))) Taiklus šiandienos aktualijų atspindys!",No
"Apskaita sere galite vesti vaikus kuloku darydamas,nemutinkite vandens normaliom šeimom spresti aktualias problemas.",No
"Ką reiškia užtikrino... buvo užtikrinę ir 100Eur, bet tylomis pakeitė. O pažadas sprendimą koreguoti, lieka tik pažadu. Nuo šiandien tėvai papildomai susimoka už kiekvieną nelankytą (su priežastimi ar be jos) dieną.",No
"Ateis laikas, kai dabartiniai putinėlio gerbėjai kauks šunimis ir nei jam nei tiems gerbėjams nieks net ir norėdamas negalės niekuo padėti.",No
ar kas iš lietuvos žurnalistų buvo Alepe? o Donecke? laip manote - kodėl jie nevažiuoja tenai?,No
"čia jau VSD kompetencija, nors jei teisėsauga čiupinėja visokius urdomiečius, tai neišvengiamas VSD ir STT bendradarbiavimas...",No
"Iš dviejų besipešančių kaltesnis visada yra tas, kuris manosi esąs išmintingesnis.",No
RADO TURKMENAI KUR EKSPORTUOTI SAVO DUJAS -I IRANA .P.S. IRANAS TURI DIDZIASIAS ISZVALGYTAS GAMTINIU DUJU ATSARGAS PASAULYJE.IR ATEITYJE TAPS DIDZIAUSIU DUJU EKSPORTUOTOJU PASAULYJE.,No
"Straipsnio autorei reikėtų priminti,kad dabar lašišos po neršto .išsekusios ir tai gali būti žūties priežastis .ar brakonierių sužeista,daug gali būti priežasčių.",No
Tu pmėgink sužvejoti tą žuvytę be žvejo bilieto. Daugiau baudos gausi nei ta statybų įmonė.,No
...čia ne apie žvejybą kalbama - o apie tai jog tipo dėl taršos krito žuvys....as matau vieną žuvį - kuri neaisku kodėl nugaišo....,No
"viena nugaišo ir tai dar niekas neįrodė nuo ko nugaišo, o jau svaičiojama apie tragediją. Baikit vieną kartą triesti.",No
"JEIGU VALSTIEČIAI APGAUS GYVENTOJUS ,KĄ ŽADĖJO EIDAMI Į RINKIMUS SULAUKS LIETUVIŠKO MAIDANO PRIŽADAME.",No
"Daugelyje ES šalių J, Baltušis yra vertinamas ir gerbiamas.Pvz. Prancūzijoje 1990 gavo premiją,kaip geriausias užsienio rašytojas. 2008 pakartotinai išleisti jo romanai.Kodėl jis ''sudegintas'' gimtinėje?Ar jis koloborantas vien tik dėl to,kad nepersivertė..?O kas tą koloboravimo kaltę nuėmė nuo komunistų ir kgbistų,kurie pasinaudoję Sąjūdžiu,ir dabar tebesėdi aukščiausiuose valdžios sluoksniuose...Pavardžių gal nereikia...kas galvoja savo galva,tie ir taip žino šiuos Lietuvos ''patriotus'' ir nekoloborantus...",No
NIEKINGA AKCIJAatgaivinami sovietmečio koloborantai. norėčiau kad kažkas atsakytų : kas leido ? viena. už ką Lietuvoje realiai kalėjo Kasperavičius ir Burokevičius - tai antra.,No
"Vienas mėgstamiausių mano paauglystės rašytojų - šalia Lizelotės Velskopf Heinrich ir Isaac Asimov. Vaikystėje patiko Petras Cvirka, Kazys Saja ir visų labiausiai - Vytautas Petkevičius. O dar seniau - Kostas Kubilinskas. O vėliau jaunystėje - Justinas Marcinkevičius, Jonas Avyžius.Paskui sužinojau, kad jie visi buvo stribai, neverti Lietuvio vardo. Taip sakė Lietuvio vardo vertas rašytojas Užkalnis ir Lietuvio vardo vertas muzikas-režisierius Greitai...Gyvenimas yra labai įdomus dalykas, isn't it?",No
"Pijau Dambrauskai, tu išvargai šitokio ilgumo tekstą vien tam, kad demaskuotum mane? AR KAD ĮTIKINTUM PATS SAVE?",No
"Lietuva jau nebetures savo tikros Nepriklausomybes, kulturos,pinigu,istatymu nesuderintu su Briuseliu.Tol,kol mes busime ES.",No
"Kokios cia dar gali buti baudos ismetus atliekas i konteineri? Pastatukit papilgomus konteinerius eglutem ar padangom. Mokescius uz siuksliu rinkima keliat, tai ir dirbkit. Niekas jum cia nelakstys su tom nupuostom eglem po miesta arba dar geriau , neves is Panevezio i Siaulius... Paskui norit kas nesiukslintu...",No
"Visiškas neadekvatus išsišokėlis, nori pagerinti santykius laikydamasis griežtesnės politikos ir stiprindamas sankcijas ? Kur nors trupinėlis logikos ? Ir dar kalba už Amerikos žmones, kurių dauguma net nežino kur tokia Gruzija.",No
Tuoj Lietuvos piliečiai baigs išvažiuot. Kam tas švietimas bus aktualus? p.s. Laukiu knygelės kaip vienas veikėjas krizę įveikė :),No
Negražu ir neetiška A.Kubiliui kalbėti apie Lietuvos švietimo tragediją.Juk tai jis pats su liberalais švietimą pavertė gariūnais.,No
"Kokie paslije santykiai, tegu dziaugiasi kad dar su jais kalba, kai okupavo kitos salies dali, kada patys pazadejo teritorini vientisuma, jei atsisakys atominio ginklo.",No
kokie zurnalistai...nejuokinkit zuikiu...pora uzsakomu straipsniu ir vel gyvensite sokolade....ko jus ten del centu kariaujate,No
"Ne pinigai svarbiausia :DDD o jas jam belieka sakyt, kai susifailino iki negaliu... :D as jau laukiu ne jo sezono, o sito sezono pabaigos, kai niekas jam nieko gero ir nepasiulys, nes visi pamate su kokion problemom galima susidurt priemus ji i komanda.. :)",No
"kiekvienas turi teise susigadint sau gyvenima ir nieko nera pasaulyje, kas galetu sutrukdyti tai padaryti",No
"Koks skirtumas kas sutartyje irasyta - nepatiks darbdavys viska mesiu ir neisiu i darba. Ir kas man uz tai?Pazistamos mama nuveze greitoji i ligonine Kauno gatveje su insultu. Visame skyriuje buvo vienintele rezidente ir jokio kito gydytojo. Klausia rezidentes kodel si mamos nepriima. O rezidente verkia. Pradejo raminti, o si staoga atsistojo ir pasake, kad iseina. Kur? is darbo...Cia vertetu priminti kad tuo metu, kai straikavo gydytojai brazauskas pardave savo sebrams Alita uz mazesne suma, kurios butu pakake gydytojasm. Nuo to laiko gydytojai jau nebestrikuoja. Praejo 20 metu. Pagonys vietoj Brazausko pasirinko kitus dievukus.",No
"ES kiekviena menesi prispausdina po 80 milijardu euru. Kiekvienam po 200 euru...""""Šokiruojančia kainų lentele pasidalijusi A. Maldeikienė: dariau eksperimentą""""delfi.lt/verslas/mano-eurai/sokiruojan cia-kainu-lentele-pasidalijusi-a-maldei kiene-dariau-eksperimenta.d?id=73341834Sprendžiant iš lentelės, agurkų kilogramo kaina Lietuvoje yra 3,39 Eur, o Vokietijoje – 2,29 Eur. Taip pat nurodoma, kad atėmus darbuotojų darbo užmokesčio, mokesčių ir kitas sąnaudas Lietuvoje prekybininkas pardavęs kilogramą agurkų gauna 2,21 Eur pelno, o Vokietijos – 0,4 Eur.Tuomet sulaukusi kone 50 komentarų, iš kurių daugelis buvo ne apie kainas, o apie jos asmenį...-Hitleris sia problema buvo numates isspresti duju kameru pagalba. Yra ir kitas budas. Maziausiai ka reiketu padaryti tai uz buvusiems xolxoznikams mokamas pasalpas jie turetu atidirbti... savo 3 ha sklype, kuris uzzeles piktzolemis nuo to laiko kai Landzbergis isdalino. Va kai jis bus pilnai isdirbtas, o jo uztenka gausiai seimai issimaitinti, tuomet tegu gauna pasalpa, o tai ka uzsiaugino pasilieka sau.Is kokiu pinigu valdzia mokes paslapas kai subyres euras?",No
